CheckinId,UserName,Light,Smooth,Clean,Sweet,Woody,Zippy,Strong,Hoppy,Floral,Citrus,Milk,Dark,Creamy,Mouthfeel,Soft,Boozy,Caramel,Oatmeal,Dry,Malty,Piney,Grassy,Tart,Sour,Salty,Fruity,Heat,Bitter,Coffee,Roasty,Chocolate,Juicy,Funky,Acidic,Crushable,IBU,ABV,Style,LocationName,LocationId,BeerId,BeerName,BeerRating
579794072,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0500,Lager - American Light,Tangierine Café,139832,2540185,Daisy Spicy Beer,3.5
579180413,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0.0420,Pale Wheat Ale - American,Hollywood Brown Derby Lounge,7517438,5925,312 Urban Wheat Ale,3.75
578993062,SelwynSamuel,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0550,Pilsner - Other,Sci-Fi Dine-In Theater,15523,23910,Orange Blossom Pilsner,3.75
578940707,SelwynSamuel,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0.0550,Fruit Beer,BaseLine Tap House,6814742,1130373,Passion Fruit Kicker,3.75
578936940,SelwynSamuel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0750,Belgian Strong Golden Ale,BaseLine Tap House,6814742,1279185,Fort Bragg,4
578931273,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.0610,IPA - American,BaseLine Tap House,6814742,176962,Angel City IPA,3.25
578930332,SelwynSamuel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0480,Lager - American Light,BaseLine Tap House,6814742,593409,329 Lager,3.5
578777817,SelwynSamuel,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0.0460,Lager - Pale,Tony's Town Square Restaurant,2510019,6347,Birra Moretti L'Autentica,3
578389782,SelwynSamuel,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70,0.0730,IPA - American,Sammy G's Tavern,332500,883318,Pernicious IPA,3.75
578376148,SelwynSamuel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0.0550,Witbier,Sammy G's Tavern,332500,51262,Florida Cracker,3.75
578296306,SelwynSamuel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0.0530,Red Ale - American Amber / Red,New Orleans Bar & Grill and Aqua Lounge,719494,17961,Laughing Skull Amber Ale,3.5
576618079,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0670,Blonde Ale - Belgian Blonde / Golden,The Mill,3294625,2,Grimbergen Blonde,4
576591239,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0560,Lager - Pale,The Mill,3294625,1898,Okocim O.K. Beer,3.75
574829597,SelwynSamuel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.0420,Lager - American Light,BRAVO! Cucina Italiana,82494,3784,Bud Light,2.5
574614294,SelwynSamuel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0400,Lager - American Amber / Red,The Tavern In Old Salem,739904,41343,Ruby Lager,3.5
573993267,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0650,Scotch Ale / Wee Heavy,Brown Truck Brewery,4329832,1445852,Scotch Ale,3.25
573926394,SelwynSamuel,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0650,Saison / Farmhouse Ale,Brown Truck Brewery,4329832,1426030,Saison,3.5
573892489,SelwynSamuel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0360,Lager - American Light,Brown Truck Brewery,4329832,1512418,No. 10 American Lager,3.75
571344835,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.0640,IPA - American,Parc Bistro,30218,59622,Fresh Squeezed IPA,3.5
571115969,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0.0400,Stout - Irish Dry,Blue Dog Pub,5866,5932,Murphy's Irish Stout,3.5
571081516,SelwynSamuel,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66,0.0660,IPA - American,Blue Dog Pub,5866,2206168,TFG,3.5
570174582,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0630,Märzen,The Butcher And Barkeep,1175477,2260460,Keller Marzen,3.5
570133366,SelwynSamuel,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,46,0.0650,IPA - American,The Butcher And Barkeep,1175477,2352265,Broken Dishes,3.25
570123123,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,50,0.0500,Pale Ale - American,The Butcher And Barkeep,1175477,2488230,Back & Forth,3.25
570111902,SelwynSamuel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0.0440,Pale Wheat Ale - American,The Butcher And Barkeep,1175477,6106,Agave Wheat,3.5
569026825,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,57,0.0580,Pale Ale - American,The Proper Brewing Company,3928436,1444171,Panther Pale Ale,3.75
568387881,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.0700,IPA - Milkshake,Spinnerstown Hotel,9676,2399980,Shoutao,3.5
568344758,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.0900,IPA - Imperial / Double,Spinnerstown Hotel,9676,44823,Hop JuJu,3.5
568105436,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0470,Lager - Vienna,Margaritas Restaurant,447554,6392,Dos Equis Ambar,3.75
566513669,SelwynSamuel,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.0520,Scottish Ale,Tavern At Valley Forge,4547310,2247,Scottish Ale,3.5
566499662,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.0700,Red Ale - American Amber / Red,Tavern At Valley Forge,4547310,118863,Red Fish,3.25
565934279,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0500,Lager - Japanese Rice,P.F. Chang's,48129,108581,Sapporo Lager Beer,3.75
564182835,SelwynSamuel,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,0.0700,IPA - American,Fairfield Inn & Suites Raleigh-Durham Airport/Brier Creek,137940,645286,Mt. Mitchell IPA,3.25
564143745,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0520,Kölsch,Fairfield Inn & Suites Raleigh-Durham Airport/Brier Creek,137940,228767,White Street Kölsch,3.25
563814414,SelwynSamuel,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0.0650,IPA - American,Fairfield Inn & Suites High Point Archdale,1761503,14915,Freedom American IPA,3.5
563444560,SelwynSamuel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0500,Witbier,Fairfield Inn & Suites High Point Archdale,1761503,9607,Weeping Willow Wit,3.25
563423531,SelwynSamuel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,15,0.0500,Witbier,Fairfield Inn & Suites High Point Archdale,1761503,52650,Summer Ale,3
563033870,SelwynSamuel,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0500,Lager - Amber,Tipsy'z,178960,7254,Red Oak,3
563012152,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0450,Lager - Helles,Tipsy'z,178960,7255,Hummin' Bird,4
562994275,SelwynSamuel,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0.0650,Rye Beer,Tipsy'z,178960,1323068,Snow Flurry,3.5
560624407,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0.0510,Hefeweizen,Bootleggers,5682860,7248,The Love Wheat Beer,3.75
560611814,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0500,Lager - Vienna,Bootleggers,5682860,772447,Virginia Lager,4
558681368,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93,0.0750,Red Ale - Imperial / Double,Champps - King of Prussia,31534,3757,Nugget Nectar,3.25
557867629,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.0520,Pilsner - Czech,Gordon Biersch Bar & Restaurant,277596,9493,Czech Style Pilsner,3.75
557574477,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0540,Lager - Vienna,Zone 8 Sports Bar & Grill,437891,5852,Negra Modelo,3.75
557548621,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0460,English Bitter,Zone 8 Sports Bar & Grill,437891,1536,Pub Ale,4
557513537,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0440,Lager - American Amber / Red,Zone 8 Sports Bar & Grill,437891,228951,Red Card Ale,3.5
557042386,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0.0470,Lager - Pale,Evolution Café & Bar,107420,17636,Sapporo Premium Beer,4
556598094,SelwynSamuel,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.0550,Pale Ale - American,TusCA Restaurant,444357,6914,1500 Pale Ale,3.25
555561966,SelwynSamuel,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,0.0630,IPA - American,Round Guys Brewing Company,65057,433429,Kiss Off IPA,3.25
555523440,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0620,Pale Ale - American,Round Guys Brewing Company,65057,1897968,Depth Charge Ethel,3.75
554060423,SelwynSamuel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0420,Lager - American Light,Willy Joe's,227747,3834,Coors Light,1.75
553538876,SelwynSamuel,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0470,Pale Ale - American,Via Marconi Pizza Pub,767614,515062,Tuna,3.5
552950481,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0.0750,IPA - White,Blueprint Brew Co,6394131,2346289,Blueprint IPA,3.25
550916958,SelwynSamuel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0530,Witbier,Via Marconi Pizza Pub,767614,444121,Samuel Adams Cold Snap,4.25
550709500,SelwynSamuel,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0.0480,Pilsner - German,,0,17252,Bitburger Premium Pils,3.5
550586383,SelwynSamuel,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0550,Lager - Euro,,0,32854,Warka (Classic),3.5
550546709,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0.0500,Lager - North American Adjunct,,0,5440,Moosehead Lager,3.25
548684078,SelwynSamuel,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0.0510,IPA - Session / India Session Ale,Da Vinci's Pub,3980,1431569,Life Coach,3.25
548128852,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0.0520,Lager - Vienna,Stove And Tap,4440457,18974,Vienna Lager,3.5
547649336,SelwynSamuel,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0.0380,IPA - Session / India Session Ale,The Perk,23347,878224,Mango Even Keel,3.5
546753767,SelwynSamuel,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0.0580,Hefeweizen,MaGerks Pub,3061034,7166,Shotgun Betty,3.75
546729632,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0750,Winter Warmer,MaGerks Pub,3061034,2353822,K-9 Winter Ale (2017),3.25
546083935,SelwynSamuel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0.0440,Shandy / Radler,Champps - King of Prussia,31534,686801,Jolly Traveler Winter Shandy,3
546026496,SelwynSamuel,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0700,IPA - American,Champps - King of Prussia,31534,4133,Two Hearted Ale,3.25
545969625,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0400,Lager - American Amber / Red,Champps - King of Prussia,31534,1166596,Delco,3.75
545379208,SelwynSamuel,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0.0500,Pale Ale - American,Prospectville Publik House,7016077,3875,American Pale Ale,3.75
545350641,SelwynSamuel,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0600,Märzen,Prospectville Publik House,7016077,3960,OktoberFish,3.5
544218667,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25,0.0560,Stout - American,Harry's Blue Bell Taproom,1360584,2332320,Drip Drop Coffee Stout,4
544207121,SelwynSamuel,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,0.0700,IPA - American,Harry's Blue Bell Taproom,1360584,2008972,Liquid Truth Serum,3.5
543807059,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0900,Blonde Ale - Belgian Blonde / Golden,,0,2084197,Cuvée Gold,3.75
542907105,SelwynSamuel,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0900,IPA - Belgian,,0,1079685,Emperor Norton,3.5
542532860,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0490,Lager - Helles,Revolution Chop House,5886397,32200,Golden Helles Lager,3.75
542299935,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,0.0530,Witbier,Residence Inn Philadelphia Montgomeryville,88880,1618674,Fruition,3.25
542018066,SelwynSamuel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0510,Hefeweizen,Residence Inn Philadelphia Montgomeryville,88880,7834,Hofbräu Münchner Weisse / Münchner Kindl / Hefe Weizen,3.75
541816697,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0560,Lager - Pale,Residence Inn Philadelphia Montgomeryville,88880,10519,Zywiec,3.75
541622402,SelwynSamuel,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,0.0750,IPA - American,Tex-Mex Connection,47697,1553,Racer 5 IPA®,3.25
541247465,SelwynSamuel,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0560,Lager - Winter,Justin's Carriage House,12054,3919,Samuel Adams Winter Lager,3.75
541041574,SelwynSamuel,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0.0700,IPA - English,Pizzeria Vetri,5498425,4973,India Pale Ale (IPA),3.25
539689655,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0.0700,IPA - American,City Works,5685345,1519726,Type A,3.25
539659666,SelwynSamuel,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,0.0820,IPA - American,City Works,5685345,121023,Space Dust IPA,3.25
538910379,SelwynSamuel,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0720,Saison / Farmhouse Ale,Craft Hall Pop-Up Restaurant,7103010,1292332,Santa!! I Know Him!,3.25
538892270,SelwynSamuel,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0720,Saison / Farmhouse Ale,Craft Hall Pop-Up Restaurant,7103010,1292332,Santa!! I Know Him!,3.25
537917275,SelwynSamuel,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0550,Blonde Ale,Indian Valley Country Club,407660,601219,Cooperstown Ale,3.75
536589600,SelwynSamuel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0620,Saison / Farmhouse Ale,Round Guys Brewing Company,65057,1855073,Loving the Alien,4.25
536568082,SelwynSamuel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0540,Witbier,Round Guys Brewing Company,65057,2408557,Grey Street,4
534434810,SelwynSamuel,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0.0510,Pale Ale - American,Smiths Restaurant & Bar,18455,3776,#9,3.5
534415388,SelwynSamuel,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.0470,IPA - Session / India Session Ale,Smiths Restaurant & Bar,18455,36834,All Day IPA,3.5
534405858,SelwynSamuel,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0450,Pale Ale - American,Smiths Restaurant & Bar,18455,2245867,Dallas Sucks,3.25
533804968,SelwynSamuel,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0480,Lager - Helles,Chickie's & Pete's - Audubon,124511,2322624,Chickie's And Pete's 77 Lager,3.75
533178302,SelwynSamuel,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.0500,Lager - Vienna,Barnhouse Village,654177,3914,Samuel Adams Boston Lager,4
531957878,SelwynSamuel,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0.0520,Lager - Vienna,Champps - Collegeville,63777,18974,Vienna Lager,3.5
531487499,SelwynSamuel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0450,IPA - Session / India Session Ale,Brick House Tavern & Tap - Willow Grove,13322,1441465,Hobo Life,3.5
530708315,SelwynSamuel,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.0540,Lager - Vienna,Plaza Azteca,113218,5852,Negra Modelo,3.75
530234763,SelwynSamuel,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0470,Lager - Munich Dunkel,TownePlace Suites Philadelphia Horsham,911113,18497,Weltenburger Kloster Barock Dunkel,3.25
529909324,SelwynSamuel,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0.0930,Belgian Tripel,The Pour House,3609563,1817746,Berry Monks,3.5
529868744,SelwynSamuel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0.0490,Lager - Vienna,The Pour House,3609563,348255,Churchville Lager,3.5
529796682,SelwynSamuel,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0550,Blonde Ale,TownePlace Suites Philadelphia Horsham,911113,601219,Cooperstown Ale,3.75
529147308,SelwynSamuel,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.0850,Pale Ale - American,Via Marconi Pizza Pub,767614,712205,Pennsylvania Tuxedo,3.5
529051115,SelwynSamuel,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0.0680,IPA - Red,Via Marconi Pizza Pub,767614,57756,Evil Twin,3.5
527751568,SelwynSamuel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0490,Märzen,Triumph Brewing Company,6958,83212,Oktoberfest,3.75
526668596,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,0.0850,Belgian Strong Golden Ale,Pizza Pub,811882,4485,Delirium Tremens,4.25
526477485,SelwynSamuel,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.0650,IPA - American,Champps - Collegeville,63777,261162,Irregardless IPA,3.5
526454804,SelwynSamuel,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.0470,IPA - Session / India Session Ale,Champps - Collegeville,63777,36834,All Day IPA,3.5
525801508,SelwynSamuel,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,0.0650,Red Ale - American Amber / Red,Great American Pub Hotel,1675006,2384,Rare Vos,4.75
