BeerId,BeerName
4667,Ichiban (Ichiban Shibori) (<U+4E00><U+756A><U+643E><U+308A>)
5860,Heineken
20725,Piton
17377,Kingfisher Premium Lager
1353,Goose IPA
2317737,Fathom IPA
238937,Chasin' Freshies
15180,Oktoberfest Märzen / Original Münchner Märzen
3825,Festbier
185391,Citra Hopped Live Pale Ale
551620,Hop Knife
1067966,Day Without a Dawn
354983,RecreationAle
2030191,conshoHOPFEN
1260755,Wild West Coast IPA
1015489,Hoppy Ki Yay
16606,Exit 6 - Wallonian Rye
1887578,Jubilee
154873,Mango Ginger
2260206,S.M.A.S.H. Car
2286722,Chramal IPA
6730,World Wide Stout
84266,Drachenstadt - Oktoberfest Lager
1912953,Anti-Clockwise Vanilla Porter
1734956,Cloudy And Cumbersome
2038819,Citra Hop Necessity
1192406,Green Horizon
128855,Monkey Fist IPA
2583864,Treasure Island Amber Ale
1369265,Island Time Session IPA
212468,Sunfish
664024,Self Starter
334772,Oregon Alley IPA
560819,Greenskeeper Session IPA
1496801,Third Wave IPA
355890,French Ridge IPA
1441008,Elvis Juice
393430,Truth
1931824,Handsome Bull
600426,Pacific Pear
556978,HI-5 IPA
2165361,Entropic Theory
2589789,Jump!
1452467,Estrella Jalisco
5702,Punk IPA
2598084,Miisty Mountain Hop
2436116,Blackbird Fly
2432070,Bike Path
2108548,Buzz
3121,Morland Old Speckled Hen
1230095,Hugh
2497396,Hop-On
1062185,Melt My Brain
1173527,Cidergeist Semi Dry
2591534,Strawberry Fruitsicle
1922139,27 Lager
1152919,Tastee Whip ICA
2585455,The Project Series - Citra W/ Lemon Zest
1145083,Streaker
2701901,Cloud Five
1550741,Haven
316678,Punch You In The EyePA
2502996,Superba
1597091,Swing State
2503172,Due & Proper
1075176,Rainbow Road
1695486,Mango Wheat
2125483,Press Tart
2534223,Braxton Labs Dry Hopped Kettle Sour
562219,Yum Yum
1356863,Black Cherry Bourbon 
882419,Speed Merchant
2533846,The Final Countdown
5849,Corona Light
1752507,High Brow Barista
1304656,TropiCannon
1034148,Steady Eddie
117064,Resin
421901,The Truth
2371624,Pike Street
2743,Alpha King
2588915,Safety Scissors
4170,Scrimshaw Pilsner
9954,Gumballhead
1479011,FC Cincinnati Blood Orange IPA
196338,Jack Hammer
7427,Peroni Nastro Azzurro
2611980,"20,000 Leagues Lager"
2552524,John Lemon
24983,Mystic Mama IPA
1410620,Rusty Bucket Pilsner
1950592,Revamp
144918,Samuel Adams Porch Rocker
2005375,Han Solo
1493559,Juicy Lucy
2432130,Dark Rye IPA
2344747,Flyer Red
629053,Hustle
557011,10 TON
1461111,Nu Skool IPA
2110702,Elevated Hop Ramble
1187493,Squirrel
616330,Luck
2411238,It's Been A Grip Since I've Had A Thug Nap
542035,Dayglow IPA
251809,Coast To Coast IPA
1361813,Going Plaid Scotch Ale
1587594,Old Davenport Gold
2392033,Mosaic IPA
50755,Mississippi Blonde
8172,Kentucky Bourbon Barrel Ale
896685,Andromeda
1952112,Thick Mint
338942,Black
1506978,Mango & Hops
2352086,El Jefe
1761731,Milkman
2111363,22nd Anniversary Ale
2309878,Xocoveza (2017)
2344261,Chasin' Freshies (2017)
795543,Soul Style
4179,Hazelnut Brown Nectar
3996,Winter Storm
2413611,Moving to the Country
7005,Bohemia Clásica
9230,HogWild IPA
548057,Hoptimist IPA
2409082,Panic! Do Nothing
11397,Burning River Pale Ale
2397815,Experimental J-Hole
2125345,Pale Lager
13560,Longboard Island Lager
536931,Lift
131260,West Sixth IPA
1836567,Santa's Bribe
2227471,Mosaic Pale Ale
2236282,Spacetime - Hoppy Wheat Ale
481126,Sticky Icky Icky
1042000,Dead Blow
2280343,Graeter's Blueberry Pie Brown Ale
2285369,3 Bagger
2310841,Kansas City Ika
1844871,Free City Ale
446511,Blaketoberfest
1923228,2017 Graeter's Black Raspberry Chocolate Chip Milk Stout
314529,PsycHOPathy
1026586,Nellie's Keylime Caribbean Ale
1075847,Stryker
5884,OTR
1508987,Crash
42630,Firefly Amber
94435,OPA (Ohio Pale Ale)
1373110,Gamma Bomb
1335618,Phrenology Batch #1
10080,Commodore Perry IPA
146995,Se7en (Seven) Hefeweizen
1996474,Rounding Third (2017)
1232491,Oktober Fuel
1153364,1957 All Star Ale
25577,BJ's Oktoberfest™
2018176,Shploing!!
6655,Michelob ULTRA
354243,Out & About
454961,Franz
1512388,Stone Tangerine Express IPA
2219395,Astro Dwarf
527325,Beach Blonde Ale
360414,Superfuzz Blood Orange Pale
2172728,Quadrafunk
1712254,Our Two Cents
8949,Summer Shandy
1614771,Mandala Single Hop Imperial IPA
2144658,Dark Swan (2017)
1885146,Spotlight
2160192,Batch #012
5627,Andygator
3558,Brooklyn Lager
1179887,Space Food
5872,Bass Pale Ale
867402,Not Your Father's Root Beer (5.9%)
1216456,Steady Rollin' Session IPA
1519632,Grandes Lagos
2088208,Take Home IPA
11894,Detour Double IPA
3836,Molson Canadian
544679,Light Lager
2119100,South of South
691345,High 5
344305,Red Tape
7838,Key West Sunset Ale
602768,Ace Pineapple Cider
1462641,Final Destination IPA
375666,Hi-Pitch IPA
721294,Puma
1844406,Bonito
30257,Café Racer 15™
1481773,Aerialist
2032322,Flipdaddy's Lager
1823190,Pome And Grabbit
